brand_model,brand,model,mileage,fuel,gear,offer_type,price,hp,year,age
Hyundai i10,Hyundai,i10,9,Gasoline,Manual,Pre-registered,10990,67.0,2021,2
Toyota Aygo,Toyota,Aygo,25,Gasoline,Manual,Pre-registered,10990,72.0,2021,2
Citroen C1,Citroen,C1,10,Gasoline,Manual,Pre-registered,11196,72.0,2021,2
Citroen C1,Citroen,C1,10,Gasoline,Manual,Pre-registered,11296,72.0,2021,2
Hyundai i10,Hyundai,i10,10,Gasoline,Manual,Pre-registered,11330,67.0,2021,2
Renault Twingo,Renault,Twingo,600,Gasoline,Manual,Demonstration,11480,65.0,2021,2
Renault Twingo,Renault,Twingo,20,Gasoline,Manual,Pre-registered,11480,65.0,2021,2
Fiat 500,Fiat,500,10,Electric,Manual,Pre-registered,11488,69.0,2021,2
Citroen C1,Citroen,C1,1780,Gasoline,Manual,Demonstration,11496,72.0,2021,2
Citroen C1,Citroen,C1,10,Gasoline,Manual,Pre-registered,11596,72.0,2021,2
Hyundai i10,Hyundai,i10,12,Gasoline,Manual,Pre-registered,11790,67.0,2021,2
Ford Mondeo,Ford,Mondeo,185000,Diesel,Automatic,Used,7000,200.0,2011,12
Ford Focus,Ford,Focus,72110,Diesel,Manual,Used,7000,95.0,2011,12
BMW 116,BMW,116,178420,Diesel,Manual,Used,7000,116.0,2011,12
BMW 118,BMW,118,125700,Gasoline,Manual,Used,7099,143.0,2011,12
Volkswagen Golf,Volkswagen,Golf,112000,Gasoline,Manual,Used,7100,86.0,2011,12
Volkswagen Golf Plus,Volkswagen,Golf Plus,152000,Diesel,Manual,Used,7300,105.0,2011,12
Audi A3,Audi,A3,206000,Diesel,Manual,Used,7300,140.0,2011,12
Opel Astra,Opel,Astra,68790,Gasoline,Manual,Used,7450,116.0,2011,12
BMW 118,BMW,118,126075,Gasoline,Manual,Used,7500,143.0,2011,12
Volkswagen Golf,Volkswagen,Golf,95000,Gasoline,Manual,Used,7500,105.0,2011,12
BMW X1,BMW,X1,217000,Diesel,Automatic,Used,7500,143.0,2011,12
Opel Astra,Opel,Astra,147600,Gasoline,Manual,Used,7550,140.0,2011,12
Volkswagen Golf,Volkswagen,Golf,105700,Gasoline,Automatic,Used,7590,105.0,2011,12
BMW 318,BMW,318,181800,Diesel,Automatic,Used,9350,143.0,2013,10
BMW 116,BMW,116,140000,Diesel,Manual,Used,9450,116.0,2013,10
Toyota Yaris,Toyota,Yaris,56680,Electric,Automatic,Used,9450,101.0,2013,10
Volkswagen Passat Variant,Volkswagen,Passat Variant,135000,Diesel,Manual,Used,9450,140.0,2013,10
Audi A4,Audi,A4,163500,Diesel,Manual,Used,9480,143.0,2013,10
Renault Megane,Renault,Megane,68000,Gasoline,Manual,Used,9500,116.0,2013,10
Audi A3,Audi,A3,145200,Diesel,Manual,Used,9500,150.0,2013,10
Volkswagen Golf,Volkswagen,Golf,120340,Gasoline,Manual,Used,9590,140.0,2013,10
SEAT Leon,SEAT,Leon,116000,Gasoline,Manual,Used,9600,122.0,2013,10
Toyota Yaris,Toyota,Yaris,78850,Gasoline,Automatic,Used,9680,75.0,2013,10
Volkswagen Caddy,Volkswagen,Caddy,128400,Diesel,Manual,Used,9700,102.0,2013,10
Ford Transit,Ford,Transit,90825,Diesel,Manual,Used,9750,101.0,2013,10
Audi A4,Audi,A4,180000,Diesel,Manual,Used,9890,177.0,2013,10
Audi A3,Audi,A3,216000,Diesel,Manual,Used,9900,150.0,2013,10
Volkswagen Touran,Volkswagen,Touran,135463,Diesel,Manual,Used,9490,105.0,2014,9
Ford B-Max,Ford,B-Max,32000,Gasoline,Manual,Used,9490,125.0,2014,9
Opel Astra,Opel,Astra,60800,Gasoline,Manual,Used,9495,120.0,2014,9
Skoda Octavia,Skoda,Octavia,138000,Diesel,Manual,Used,9500,150.0,2014,9
Volkswagen Caddy,Volkswagen,Caddy,199997,Diesel,Automatic,Used,9500,102.0,2014,9
Toyota Yaris,Toyota,Yaris,58115,Gasoline,Automatic,Used,9590,101.0,2014,9
Volkswagen Touran,Volkswagen,Touran,244000,Diesel,Manual,Used,9690,140.0,2014,9
Ford S-Max,Ford,S-Max,110000,Diesel,Automatic,Used,9699,140.0,2014,9
Mercedes-Benz B 180,Mercedes-Benz,B 180,150397,Diesel,Manual,Used,9750,109.0,2014,9
Peugeot 2008,Peugeot,2008,29600,Diesel,Manual,Used,9850,92.0,2014,9
Opel Astra,Opel,Astra,83500,Gasoline,Manual,Used,9880,170.0,2014,9
Peugeot 2008,Peugeot,2008,60293,Gasoline,Manual,Used,9900,120.0,2014,9
Volkswagen Golf Variant,Volkswagen,Golf Variant,177000,Diesel,Automatic,Used,9900,150.0,2014,9
Volkswagen Golf,Volkswagen,Golf,75300,Gasoline,Manual,Used,9950,86.0,2014,9
Fiat Panda,Fiat,Panda,93400,Diesel,Manual,Used,9990,75.0,2014,9
MINI One,MINI,One,68950,Gasoline,Manual,Used,10950,102.0,2015,8
Volkswagen Caddy,Volkswagen,Caddy,42700,Other,Manual,Used,10980,109.0,2015,8
Volkswagen Caddy,Volkswagen,Caddy,122028,Diesel,Manual,Used,10980,75.0,2015,8
Volkswagen Passat Variant,Volkswagen,Passat Variant,89800,Diesel,Manual,Used,10980,120.0,2015,8
Volkswagen Golf Sportsvan,Volkswagen,Golf Sportsvan,133500,Diesel,Manual,Used,10980,150.0,2015,8
MINI One,MINI,One,30000,Gasoline,Manual,Used,10990,102.0,2015,8
Volkswagen Passat Variant,Volkswagen,Passat Variant,215000,Diesel,Automatic,Used,10990,150.0,2015,8
Skoda Octavia,Skoda,Octavia,216000,Diesel,Automatic,Used,10990,184.0,2015,8
Opel Mokka,Opel,Mokka,59200,Gasoline,Manual,Used,10990,116.0,2015,8
Opel Zafira,Opel,Zafira,107000,Diesel,Manual,Used,10990,165.0,2015,8
Volkswagen Golf,Volkswagen,Golf,49000,Gasoline,Manual,Used,11000,86.0,2015,8
BMW 116,BMW,116,85700,Gasoline,Manual,Used,11000,109.0,2015,8
Opel Insignia,Opel,Insignia,67000,Diesel,Manual,Used,11241,163.0,2015,8
Peugeot 2008,Peugeot,2008,63000,Gasoline,Manual,Used,9750,110.0,2016,7
Hyundai i30,Hyundai,i30,25300,Gasoline,Manual,Used,9790,101.0,2016,7
Opel Corsa,Opel,Corsa,22939,Gasoline,Manual,Used,9790,101.0,2016,7
Mazda 2,Mazda,2,41000,Gasoline,Manual,Used,9799,90.0,2016,7
Hyundai i20,Hyundai,i20,77000,Gasoline,Manual,Used,9800,101.0,2016,7
Volkswagen Polo,Volkswagen,Polo,17300,Gasoline,Manual,Used,9850,60.0,2016,7
Volkswagen Polo,Volkswagen,Polo,74200,Gasoline,Manual,Used,9875,60.0,2016,7
Volkswagen Golf,Volkswagen,Golf,135851,Diesel,Manual,Used,9890,110.0,2016,7
Opel Corsa,Opel,Corsa,61500,Gasoline,Manual,Used,9890,116.0,2016,7
Volkswagen Golf Variant,Volkswagen,Golf Variant,150000,Diesel,Manual,Used,9900,110.0,2016,7
Volkswagen Golf Sportsvan,Volkswagen,Golf Sportsvan,118000,Diesel,Manual,Used,9950,150.0,2016,7
Toyota Auris,Toyota,Auris,57000,Gasoline,Manual,Used,9950,99.0,2016,7
Ford Fiesta,Ford,Fiesta,10931,Diesel,Manual,Used,9950,75.0,2016,7
Opel Astra,Opel,Astra,83800,Diesel,Manual,Used,9980,110.0,2016,7
Volkswagen up!,Volkswagen,up!,37770,Gasoline,Manual,Used,7250,60.0,2017,6
Ford Focus,Ford,Focus,131200,Diesel,Manual,Used,7280,95.0,2017,6
Ford Focus,Ford,Focus,162000,Diesel,Manual,Used,7300,120.0,2017,6
smart forFour,smart,forFour,25800,Gasoline,Manual,Used,7300,71.0,2017,6
Volkswagen up!,Volkswagen,up!,48735,Gasoline,Manual,Used,7350,60.0,2017,6
Volkswagen Polo,Volkswagen,Polo,38000,Diesel,Manual,Used,7380,75.0,2017,6
SEAT Mii,SEAT,Mii,27999,Gasoline,Manual,Used,7450,60.0,2017,6
Opel Astra,Opel,Astra,137700,Diesel,Manual,Used,7480,110.0,2017,6
Peugeot 208,Peugeot,208,50000,Gasoline,Manual,Used,7490,82.0,2017,6
Ford Fiesta,Ford,Fiesta,56800,Gasoline,Manual,Used,7490,60.0,2017,6
Mitsubishi Space Star,Mitsubishi,Space Star,67600,Gasoline,Manual,Used,7500,80.0,2017,6
Volkswagen Touran,Volkswagen,Touran,306712,Diesel,Automatic,Used,7790,110.0,2017,6
Volkswagen Polo,Volkswagen,Polo,72000,Gasoline,Manual,Used,7790,75.0,2017,6
Ford Focus,Ford,Focus,117000,Diesel,Manual,Used,7890,105.0,2017,6
Ford Focus,Ford,Focus,141900,Diesel,Manual,Used,7900,120.0,2017,6
Renault Clio,Renault,Clio,33000,Gasoline,Manual,Used,7900,73.0,2017,6
Volkswagen up!,Volkswagen,up!,32580,Gasoline,Manual,Used,7950,75.0,2017,6
Skoda Citigo,Skoda,Citigo,28925,Gasoline,Manual,Used,7980,60.0,2017,6
Audi A6,Audi,A6,28889,Diesel,Automatic,Used,54980,286.0,2018,5
Fiat 500,Fiat,500,45900,Gasoline,Manual,Used,8990,69.0,2018,5
Ford Fiesta,Ford,Fiesta,14000,Gasoline,Manual,Used,9877,71.0,2018,5
Toyota Yaris,Toyota,Yaris,24600,Gasoline,Manual,Used,9890,69.0,2018,5
Ford Focus,Ford,Focus,113000,Diesel,Automatic,Used,12200,150.0,2018,5
Opel Corsa,Opel,Corsa,39000,Diesel,Automatic,Used,12376,95.0,2018,5
Opel Astra,Opel,Astra,34300,Gasoline,Manual,Used,12971,125.0,2018,5
MINI One,MINI,One,58000,Gasoline,Manual,Used,13490,102.0,2018,5
Citroen C3,Citroen,C3,27000,Gasoline,Automatic,Used,14300,110.0,2018,5
Opel Zafira Tourer,Opel,Zafira Tourer,117000,Diesel,Manual,Used,14399,136.0,2018,5
Peugeot 2008,Peugeot,2008,9500,Gasoline,Manual,Demonstration,15980,110.0,2018,5
Nissan Qashqai,Nissan,Qashqai,17500,Gasoline,Automatic,Used,19680,116.0,2018,5
Skoda Kodiaq,Skoda,Kodiaq,56100,Diesel,Automatic,Used,30860,190.0,2019,4
Ford Mondeo,Ford,Mondeo,2500,Electric,Automatic,Employee's car,30880,188.0,2019,4
Audi A5,Audi,A5,27395,Gasoline,Automatic,Used,30940,190.0,2019,4
Audi A5,Audi,A5,27600,Diesel,Automatic,Used,31350,190.0,2019,4
Audi A4,Audi,A4,5842,Other,Automatic,Used,31880,170.0,2019,4
Audi A3,Audi,A3,11000,Gasoline,Automatic,Demonstration,31890,150.0,2019,4
Audi A5,Audi,A5,6921,Gasoline,Automatic,Used,31995,190.0,2019,4
Mercedes-Benz E 200,Mercedes-Benz,E 200,14259,Diesel,Automatic,Used,32555,160.0,2019,4
Audi A5,Audi,A5,59990,Diesel,Automatic,Used,33450,190.0,2019,4
Volkswagen Golf,Volkswagen,Golf,23526,Gasoline,Automatic,Used,33990,245.0,2019,4
Audi A5,Audi,A5,7190,Diesel,Automatic,Used,35890,190.0,2019,4
Volkswagen Passat Variant,Volkswagen,Passat Variant,5500,Diesel,Automatic,Demonstration,35970,190.0,2019,4
Mercedes-Benz C 220,Mercedes-Benz,C 220,1250,Diesel,Automatic,Used,35989,194.0,2019,4
Audi A6,Audi,A6,26900,Diesel,Automatic,Used,36990,204.0,2019,4
Hyundai i10,Hyundai,i10,10,Gasoline,Manual,Pre-registered,11990,67.0,2021,2
Citroen C1,Citroen,C1,1000,Gasoline,Manual,Demonstration,11990,72.0,2021,2
Toyota Aygo,Toyota,Aygo,10,Gasoline,Manual,Pre-registered,12190,72.0,2021,2
Toyota Aygo,Toyota,Aygo,10,Gasoline,Manual,Pre-registered,12390,72.0,2021,2
Toyota Aygo,Toyota,Aygo,9,Gasoline,Manual,Pre-registered,12390,72.0,2021,2
Kia Picanto,Kia,Picanto,10,Gasoline,Manual,Demonstration,12450,67.0,2021,2
Toyota Aygo,Toyota,Aygo,9,Gasoline,Manual,Pre-registered,12590,72.0,2021,2
Mitsubishi Space Star,Mitsubishi,Space Star,1000,Gasoline,Manual,Demonstration,12590,71.0,2021,2
Fiat 500,Fiat,500,15,Gasoline,Manual,Pre-registered,12780,69.0,2021,2
Fiat 500,Fiat,500,15,Electric,Manual,Pre-registered,12780,69.0,2021,2
Ford Fiesta,Ford,Fiesta,10,Gasoline,Manual,Pre-registered,12790,75.0,2021,2
Toyota Aygo,Toyota,Aygo,9,Gasoline,Manual,Pre-registered,12790,72.0,2021,2
Toyota Aygo,Toyota,Aygo,10,Gasoline,Automatic,Pre-registered,12790,72.0,2021,2
Mazda 6,Mazda,6,125153,Gasoline,Manual,Used,7999,155.0,2011,12
Opel Astra,Opel,Astra,87000,Gasoline,Manual,Used,8000,101.0,2011,12
Mazda 3,Mazda,3,40000,Gasoline,Manual,Used,8200,105.0,2011,12
Opel Insignia,Opel,Insignia,108000,Gasoline,Manual,Used,8400,179.0,2011,12
BMW 318,BMW,318,168000,Gasoline,Manual,Used,8430,143.0,2011,12
Mercedes-Benz Vito,Mercedes-Benz,Vito,195600,Diesel,Automatic,Used,8490,136.0,2011,12
Volkswagen Passat,Volkswagen,Passat,125000,Gasoline,Manual,Used,8499,122.0,2011,12
Volkswagen Touran,Volkswagen,Touran,135856,Diesel,Manual,Used,8499,105.0,2011,12
Volkswagen Golf,Volkswagen,Golf,49155,Gasoline,Manual,Used,8499,122.0,2011,12
Opel Zafira Tourer,Opel,Zafira Tourer,70300,Gasoline,Manual,Used,8499,140.0,2011,12
Volkswagen Golf,Volkswagen,Golf,63000,Gasoline,Automatic,Used,8500,122.0,2011,12
Volkswagen Passat Variant,Volkswagen,Passat Variant,145000,Gasoline,Automatic,Used,8500,160.0,2011,12
Volkswagen Caddy,Volkswagen,Caddy,110250,Diesel,Manual,Used,8790,102.0,2011,12
Opel Insignia,Opel,Insignia,114000,Diesel,Manual,Used,8290,131.0,2012,11
Skoda Octavia,Skoda,Octavia,88730,Gasoline,Manual,Used,8479,122.0,2012,11
Opel Zafira,Opel,Zafira,97863,Gasoline,Automatic,Used,8490,140.0,2012,11
Ford Fiesta,Ford,Fiesta,97900,Gasoline,Automatic,Used,8490,97.0,2012,11
Toyota Auris,Toyota,Auris,54500,Gasoline,Automatic,Used,8490,132.0,2012,11
Volvo V60,Volvo,V60,99650,Diesel,Manual,Used,8490,114.0,2012,11
Hyundai i30,Hyundai,i30,98242,Gasoline,Manual,Used,8490,99.0,2012,11
Audi A1,Audi,A1,107000,Gasoline,Manual,Used,8499,86.0,2012,11
Toyota Auris,Toyota,Auris,99000,Electric,Automatic,Used,8500,99.0,2012,11
Volkswagen Golf,Volkswagen,Golf,168000,Diesel,Manual,Used,8500,105.0,2012,11
Volkswagen Touran,Volkswagen,Touran,120800,Diesel,Manual,Used,8500,105.0,2012,11
Volkswagen Golf,Volkswagen,Golf,112119,Gasoline,Manual,Used,8579,122.0,2012,11
Toyota Auris,Toyota,Auris,47693,Gasoline,Manual,Used,8690,99.0,2012,11
BMW 116,BMW,116,93000,Gasoline,Manual,Used,8900,136.0,2013,10
Opel Mokka,Opel,Mokka,123500,Diesel,Manual,Used,8950,131.0,2013,10
Skoda Rapid/Spaceback,Skoda,Rapid/Spaceback,117000,Diesel,Manual,Used,8950,105.0,2013,10
Ford B-Max,Ford,B-Max,48100,Gasoline,Manual,Used,8990,101.0,2013,10
Volkswagen Golf,Volkswagen,Golf,170500,Diesel,Automatic,Used,8990,105.0,2013,10
Hyundai i30,Hyundai,i30,84986,Gasoline,Manual,Used,8990,99.0,2013,10
Opel Zafira,Opel,Zafira,80000,Gasoline,Manual,Used,8999,140.0,2013,10
Volkswagen Golf,Volkswagen,Golf,72500,Gasoline,Manual,Used,9200,86.0,2013,10
Opel Meriva,Opel,Meriva,13227,Gasoline,Automatic,Used,9450,120.0,2013,10
Ford C-Max,Ford,C-Max,89500,Gasoline,Manual,Used,9485,125.0,2013,10
Volkswagen Sharan,Volkswagen,Sharan,259800,Diesel,Manual,Used,9490,140.0,2013,10
Kia Ceed / cee'd,Kia,Ceed / cee'd,106955,Diesel,Automatic,Used,9490,128.0,2013,10
Mazda 6,Mazda,6,182000,Diesel,Manual,Used,9490,175.0,2013,10
Renault Scenic,Renault,Scenic,73726,Gasoline,Manual,Used,9495,116.0,2013,10
Volkswagen Golf,Volkswagen,Golf,111400,Gasoline,Manual,Used,9500,140.0,2013,10
Mazda 3,Mazda,3,115000,Gasoline,Manual,Used,9100,165.0,2014,9
Volkswagen Golf,Volkswagen,Golf,126357,Diesel,Manual,Used,9450,110.0,2014,9
Ford Focus,Ford,Focus,115800,Gasoline,Manual,Used,9480,150.0,2014,9
Skoda Rapid/Spaceback,Skoda,Rapid/Spaceback,87950,Gasoline,Manual,Used,9490,105.0,2014,9
Ford C-Max,Ford,C-Max,75384,Gasoline,Manual,Used,9490,125.0,2014,9
Ford Mondeo,Ford,Mondeo,119819,Gasoline,Manual,Used,9499,160.0,2014,9
Volkswagen Golf Variant,Volkswagen,Golf Variant,89048,Diesel,Manual,Used,9499,110.0,2014,9
Kia Ceed / cee'd,Kia,Ceed / cee'd,40775,Gasoline,Manual,Used,9500,135.0,2014,9
Suzuki Swift,Suzuki,Swift,43614,Gasoline,Manual,Used,9500,136.0,2014,9
Mazda 3,Mazda,3,82574,Gasoline,Manual,Used,9500,101.0,2014,9
Audi A4,Audi,A4,176390,Diesel,Manual,Used,9500,136.0,2014,9
Opel Insignia,Opel,Insignia,140308,Gasoline,Manual,Used,9665,140.0,2014,9
Skoda Rapid/Spaceback,Skoda,Rapid/Spaceback,71222,Gasoline,Manual,Used,9675,105.0,2014,9
Skoda Rapid/Spaceback,Skoda,Rapid/Spaceback,74068,Gasoline,Manual,Used,9698,105.0,2014,9
SEAT Leon,SEAT,Leon,80006,Gasoline,Manual,Used,9850,105.0,2014,9
Ford C-Max,Ford,C-Max,69000,Gasoline,Manual,Used,9490,125.0,2015,8
Peugeot 308,Peugeot,308,92605,Gasoline,Manual,Used,9490,131.0,2015,8
Ford Focus,Ford,Focus,88745,Gasoline,Manual,Used,9490,125.0,2015,8
Volkswagen Golf,Volkswagen,Golf,51621,Gasoline,Manual,Used,9499,86.0,2015,8
Hyundai i30,Hyundai,i30,55915,Gasoline,Manual,Used,9499,101.0,2015,8
Kia Picanto,Kia,Picanto,45000,Gasoline,Manual,Used,9600,86.0,2015,8
Hyundai i30,Hyundai,i30,64500,Gasoline,Manual,Used,9740,99.0,2015,8
Opel Meriva,Opel,Meriva,38938,Gasoline,Manual,Used,9850,140.0,2015,8
Skoda Rapid/Spaceback,Skoda,Rapid/Spaceback,86705,Gasoline,Manual,Used,9850,110.0,2015,8
Ford Focus,Ford,Focus,61000,Gasoline,Manual,Used,9875,101.0,2015,8
Skoda Octavia,Skoda,Octavia,178965,Diesel,Manual,Used,9880,150.0,2015,8
Ford B-Max,Ford,B-Max,34584,Gasoline,Manual,Used,9900,125.0,2015,8
Renault Megane,Renault,Megane,45500,Diesel,Manual,Used,8900,110.0,2016,7
Volkswagen Golf,Volkswagen,Golf,129818,Diesel,Manual,Used,8900,110.0,2016,7
Opel Astra,Opel,Astra,116197,Diesel,Manual,Used,8950,110.0,2016,7
Opel Astra,Opel,Astra,113607,Diesel,Manual,Used,8970,136.0,2016,7
Renault Clio,Renault,Clio,43077,Gasoline,Manual,Used,8985,90.0,2016,7
Hyundai i20,Hyundai,i20,34869,Gasoline,Manual,Used,8990,84.0,2016,7
Opel Astra,Opel,Astra,113573,Diesel,Manual,Used,8990,110.0,2016,7
Suzuki Swift,Suzuki,Swift,63499,Gasoline,Manual,Used,8990,94.0,2016,7
Opel Astra,Opel,Astra,118870,Diesel,Manual,Used,8990,110.0,2016,7
Opel Astra,Opel,Astra,99874,Diesel,Manual,Used,8990,110.0,2016,7
Skoda Fabia,Skoda,Fabia,47078,Gasoline,Manual,Used,8990,60.0,2016,7
Renault Kangoo,Renault,Kangoo,38627,Diesel,Manual,Used,8990,75.0,2016,7
Volkswagen Polo,Volkswagen,Polo,25609,Gasoline,Manual,Used,8990,60.0,2016,7
Volkswagen Golf,Volkswagen,Golf,149014,Diesel,Manual,Used,8990,116.0,2016,7
Peugeot 108,Peugeot,108,52300,Gasoline,Manual,Used,8995,82.0,2016,7
Hyundai i30,Hyundai,i30,24800,Gasoline,Manual,Used,8999,101.0,2016,7
Volkswagen Touran,Volkswagen,Touran,93000,Gasoline,Manual,Used,8999,110.0,2016,7
Renault Megane,Renault,Megane,48000,Gasoline,Manual,Used,8999,101.0,2016,7
Fiat 500,Fiat,500,27948,Gasoline,Manual,Used,8190,69.0,2017,6
Fiat 500,Fiat,500,25588,Gasoline,Manual,Used,8190,69.0,2017,6
Fiat 500,Fiat,500,26629,Gasoline,Manual,Used,8190,69.0,2017,6
Ford Fiesta,Ford,Fiesta,35035,Gasoline,Manual,Used,8190,71.0,2017,6
Volkswagen up!,Volkswagen,up!,13090,Gasoline,Manual,Used,8234,60.0,2017,6
Fiat 500,Fiat,500,27460,Gasoline,Manual,Used,8290,69.0,2017,6
Opel Insignia,Opel,Insignia,180000,Diesel,Manual,Used,8330,136.0,2017,6
Nissan Micra,Nissan,Micra,30773,Gasoline,Manual,Used,8380,80.0,2017,6
Opel Corsa,Opel,Corsa,29893,Gasoline,Manual,Used,8390,69.0,2017,6
Skoda Fabia,Skoda,Fabia,64000,Gasoline,Manual,Used,8440,60.0,2017,6
Ford Fiesta,Ford,Fiesta,43867,Gasoline,Manual,Used,8440,71.0,2017,6
Skoda Citigo,Skoda,Citigo,33120,Gasoline,Manual,Used,8450,75.0,2017,6
Opel Corsa,Opel,Corsa,78850,Gasoline,Manual,Used,8450,90.0,2017,6
Citroen C1,Citroen,C1,44052,Gasoline,Manual,Used,8450,82.0,2017,6
Opel Corsa,Opel,Corsa,63817,Gasoline,Manual,Used,8470,90.0,2017,6
Opel Corsa,Opel,Corsa,31945,Gasoline,Manual,Used,8470,69.0,2017,6
Renault Megane,Renault,Megane,197200,Diesel,Automatic,Used,8490,110.0,2017,6
Peugeot 208,Peugeot,208,10200,Gasoline,Manual,Used,8490,68.0,2017,6
Renault Clio,Renault,Clio,34556,Gasoline,Manual,Used,8495,73.0,2017,6
Skoda Citigo,Skoda,Citigo,23699,Gasoline,Manual,Used,6990,60.0,2018,5
Hyundai i10,Hyundai,i10,48290,Gasoline,Manual,Used,6990,87.0,2018,5
Renault Twingo,Renault,Twingo,32500,Gasoline,Manual,Used,6999,69.0,2018,5
Opel Corsa,Opel,Corsa,31750,Gasoline,Manual,Used,7390,69.0,2018,5
Mitsubishi Space Star,Mitsubishi,Space Star,39600,Gasoline,Manual,Used,7479,71.0,2018,5
Toyota Aygo,Toyota,Aygo,55000,Gasoline,Manual,Used,7590,72.0,2018,5
Skoda Citigo,Skoda,Citigo,14700,Gasoline,Manual,Used,7650,60.0,2018,5
Volkswagen up!,Volkswagen,up!,45816,Gasoline,Manual,Used,7699,60.0,2018,5
Hyundai i10,Hyundai,i10,29387,Gasoline,Manual,Used,7790,67.0,2018,5
Opel Corsa,Opel,Corsa,82800,Gasoline,Manual,Used,7800,90.0,2018,5
Citroen C1,Citroen,C1,8900,Gasoline,Manual,Used,7880,72.0,2018,5
Skoda Citigo,Skoda,Citigo,33976,Other,Manual,Used,7890,68.0,2018,5
Citroen C1,Citroen,C1,7050,Gasoline,Manual,Demonstration,7890,69.0,2018,5
Ford Fiesta,Ford,Fiesta,57816,Gasoline,Manual,Used,7940,71.0,2018,5
SEAT Mii,SEAT,Mii,49000,Gasoline,Manual,Used,7940,60.0,2018,5
Ford Fiesta,Ford,Fiesta,30769,Gasoline,Manual,Used,7940,71.0,2018,5
Volkswagen up!,Volkswagen,up!,76999,Gasoline,Manual,Used,7949,60.0,2018,5
Volkswagen up!,Volkswagen,up!,34956,Gasoline,Manual,Used,7976,60.0,2018,5
Skoda Fabia,Skoda,Fabia,34348,Gasoline,Manual,Used,9727,60.0,2019,4
Ford Fiesta,Ford,Fiesta,11400,Gasoline,Manual,Demonstration,12400,86.0,2019,4
Mitsubishi Space Star,Mitsubishi,Space Star,7400,Gasoline,Automatic,Used,12900,80.0,2019,4
Ford Fiesta,Ford,Fiesta,10000,Gasoline,Manual,Used,12990,86.0,2019,4
Ford Fiesta,Ford,Fiesta,100,Gasoline,Manual,Used,13862,86.0,2019,4
Ford Fiesta,Ford,Fiesta,100,Gasoline,Manual,Used,13990,86.0,2019,4
Ford Fiesta,Ford,Fiesta,200,Gasoline,Manual,Used,13990,71.0,2019,4
Skoda Fabia,Skoda,Fabia,21537,Gasoline,Manual,Used,14980,110.0,2019,4
Renault Clio,Renault,Clio,5680,Gasoline,Automatic,Used,15690,131.0,2019,4
Ford C-Max,Ford,C-Max,6950,Gasoline,Manual,Used,16886,125.0,2019,4
Ford C-Max,Ford,C-Max,24000,Gasoline,Manual,Used,16990,125.0,2019,4
Ford Focus,Ford,Focus,29950,Gasoline,Manual,Used,17184,125.0,2019,4
Ford EcoSport,Ford,EcoSport,31673,Gasoline,Manual,Used,17880,125.0,2019,4
Skoda Octavia,Skoda,Octavia,31050,Gasoline,Manual,Used,17990,150.0,2019,4
Renault Clio,Renault,Clio,4000,Gasoline,Manual,Demonstration,18143,101.0,2019,4
Ford EcoSport,Ford,EcoSport,19958,Gasoline,Manual,Used,18880,125.0,2019,4
Renault Captur,Renault,Captur,3550,Gasoline,Manual,Demonstration,18900,90.0,2019,4
Ford Puma,Ford,Puma,21185,Electric,Manual,Employee's car,20470,155.0,2020,3
Audi A1,Audi,A1,4853,Gasoline,Manual,Used,20680,95.0,2020,3
Volkswagen Golf,Volkswagen,Golf,8000,Gasoline,Manual,Used,20900,116.0,2020,3
Volkswagen Golf,Volkswagen,Golf,23550,Gasoline,Manual,Used,20940,131.0,2020,3
Ford Focus,Ford,Focus,16605,Diesel,Automatic,Employee's car,21390,150.0,2020,3
Ford Focus,Ford,Focus,14310,Diesel,Automatic,Employee's car,21980,150.0,2020,3
Ford Focus,Ford,Focus,9395,Diesel,Automatic,Employee's car,21990,150.0,2020,3
SEAT Leon,SEAT,Leon,1111,Gasoline,Manual,Demonstration,22750,150.0,2020,3
Ford Mondeo,Ford,Mondeo,4445,Electric,Automatic,Employee's car,22960,188.0,2020,3
Skoda Octavia,Skoda,Octavia,17364,Gasoline,Manual,Employee's car,23380,150.0,2020,3
Ford Focus,Ford,Focus,9990,Diesel,Automatic,Employee's car,23450,150.0,2020,3
Ford Mondeo,Ford,Mondeo,2465,Electric,Automatic,Employee's car,23450,188.0,2020,3
Mazda 3,Mazda,3,7190,Gasoline,Manual,Demonstration,23480,179.0,2020,3
Skoda Octavia,Skoda,Octavia,12036,Gasoline,Manual,Employee's car,23780,150.0,2020,3
SEAT Leon,SEAT,Leon,1111,Gasoline,Manual,Demonstration,23950,131.0,2020,3
Dacia Sandero,Dacia,Sandero,138,Other,Manual,Used,13680,101.0,2021,2
Dacia Sandero,Dacia,Sandero,138,Gasoline,Manual,Used,13680,101.0,2021,2
Dacia Sandero,Dacia,Sandero,126,Other,Manual,Pre-registered,13680,101.0,2021,2
Dacia Sandero,Dacia,Sandero,126,Gasoline,Manual,Pre-registered,13680,101.0,2021,2
Hyundai i10,Hyundai,i10,10,Gasoline,Automatic,Pre-registered,15690,84.0,2021,2
Hyundai i20,Hyundai,i20,11,Gasoline,Automatic,Pre-registered,15900,101.0,2021,2
Dacia Duster,Dacia,Duster,112,Gasoline,Manual,Pre-registered,15980,101.0,2021,2
Opel Zafira,Opel,Zafira,198000,Diesel,Manual,Used,3999,110.0,2011,12
Kia Ceed / cee'd,Kia,Ceed / cee'd,185000,Diesel,Manual,Used,3999,90.0,2011,12
